DISTRITO,AÑO,MES,DÍA,PRECIPITACIÓN,T MAX,T MINIMA
EL TAMBO,2011,6,1,0,20.8,-4.6
EL TAMBO,2011,6,2,0,22.2,-4.4
EL TAMBO,2011,6,3,0,22.3,-4
EL TAMBO,2011,6,4,0,19.6,-1
EL TAMBO,2011,6,5,0,20.8,2
EL TAMBO,2011,6,6,0,22.4,-0.3
EL TAMBO,2011,6,7,0,21,-1.2
EL TAMBO,2011,6,8,0,22.6,0.8
EL TAMBO,2011,6,9,0,22,-1.4
EL TAMBO,2011,6,10,0,21,-3.8
EL TAMBO,2011,6,11,0,19.4,-1.2
EL TAMBO,2011,6,12,0,21,-1
EL TAMBO,2011,6,13,0,20.2,0.6
EL TAMBO,2011,6,14,0,21,1.6
EL TAMBO,2011,6,15,0,21,1.8
EL TAMBO,2011,6,16,0,19.4,-0.6
EL TAMBO,2011,6,17,0,18.8,4
EL TAMBO,2011,6,18,0,21.2,2.4
EL TAMBO,2011,6,19,0,22,0.2
EL TAMBO,2011,6,20,0,20.2,3.6
EL TAMBO,2011,6,21,0,20.6,3.4
EL TAMBO,2011,6,22,0,20.4,-0.6
EL TAMBO,2011,6,23,0,20.4,1.2
EL TAMBO,2011,6,24,0,22.4,0.4
EL TAMBO,2011,6,25,0,20.8,-1.4
EL TAMBO,2011,6,26,0,21.8,-1.4
EL TAMBO,2011,6,27,0,23.2,-1.8
EL TAMBO,2011,6,28,0,22.2,-0.5
EL TAMBO,2011,6,29,0,22.4,-2.4
EL TAMBO,2011,6,30,0,20.2,-3
EL TAMBO,2011,7,1,3.4,19.6,-1.8
EL TAMBO,2011,7,2,1.2,16.6,5.9
EL TAMBO,2011,7,3,0,15.1,6.2
EL TAMBO,2011,7,4,0,18.2,4.6
EL TAMBO,2011,7,5,0,18.8,1.2
EL TAMBO,2011,7,6,0,18,1.8
EL TAMBO,2011,7,7,0,17.4,-2.4
EL TAMBO,2011,7,8,0,19.4,2
EL TAMBO,2011,7,9,0,19.6,-1.2
EL TAMBO,2011,7,10,0,19,-2
EL TAMBO,2011,7,11,0,19.4,0.8
EL TAMBO,2011,7,12,0,19.6,-1
EL TAMBO,2011,7,13,0,21,-0.8
EL TAMBO,2011,7,14,0,22.4,-0.8
EL TAMBO,2011,7,15,0,21.6,-1
EL TAMBO,2011,7,16,5.2,19.6,0.2
EL TAMBO,2011,7,17,0,21,0
EL TAMBO,2011,7,18,0,21,-2.2
EL TAMBO,2011,7,19,0,20,1
EL TAMBO,2011,7,20,0,20.6,1
EL TAMBO,2011,7,21,0,21.4,1.6
EL TAMBO,2011,7,22,0,19,-1.4
EL TAMBO,2011,7,23,0,19,-2.4
EL TAMBO,2011,7,24,0,20.8,-2.4
EL TAMBO,2011,7,25,0,21.6,-2.8
EL TAMBO,2011,7,26,0,22,-4
EL TAMBO,2011,7,27,0,20.2,-4.8
EL TAMBO,2011,7,28,0,22,-3.6
EL TAMBO,2011,7,29,0,21.7,-3.8
EL TAMBO,2011,7,30,0,22.2,-4
EL TAMBO,2011,7,31,0,21.6,-0.8
EL TAMBO,2011,8,1,0,22.8,-2
EL TAMBO,2011,8,2,0,23.4,-0.4
EL TAMBO,2011,8,3,0,21.6,-0.4
EL TAMBO,2011,8,4,0.6,15.4,8
EL TAMBO,2011,8,5,0,21.82,1.4
EL TAMBO,2011,8,6,0,20.8,-0.8
EL TAMBO,2011,8,7,0,21.2,-1.6
EL TAMBO,2011,8,8,0,21.6,-1.8
EL TAMBO,2011,8,9,0,21.4,0.4
EL TAMBO,2011,8,10,0,20.6,-2
EL TAMBO,2011,8,11,0.5,19.4,-2
EL TAMBO,2011,8,12,0,21.8,-2.2
EL TAMBO,2011,8,13,0,20.2,-2.4
EL TAMBO,2011,8,14,0,19.6,-0.4
EL TAMBO,2011,8,15,0,19.8,1.4
EL TAMBO,2011,8,16,0,20.8,-0.6
EL TAMBO,2011,8,17,0,21.8,0.8
EL TAMBO,2011,8,18,0,22.4,0.5
EL TAMBO,2011,8,19,0,23.6,0.4
EL TAMBO,2011,8,20,1.5,22.8,0.2
EL TAMBO,2011,8,21,0,22.6,1.6
EL TAMBO,2011,8,22,0,22.8,0.4
EL TAMBO,2011,8,23,0,21.6,1
EL TAMBO,2011,8,24,0.7,23,4.6
EL TAMBO,2011,8,25,0,21.2,2
EL TAMBO,2011,8,26,0,21,0
EL TAMBO,2011,8,27,0,21.8,0.2
EL TAMBO,2011,8,28,0,21.4,0
EL TAMBO,2011,8,29,0,20.9,5
EL TAMBO,2011,8,30,0.5,21.6,4
EL TAMBO,2011,8,31,0,20.3,4.2
EL TAMBO,2011,9,1,0,19.8,5.6
EL TAMBO,2011,9,2,0,19.6,-0.6
EL TAMBO,2011,9,3,0,20.2,-1.2
EL TAMBO,2011,9,4,0,21.8,-0.8
EL TAMBO,2011,9,5,0.2,21.2,-0.6
EL TAMBO,2011,9,6,0,20.6,3.6
EL TAMBO,2011,9,7,1.2,24.4,2.6
EL TAMBO,2011,9,8,0,24.5,1.2
EL TAMBO,2011,9,9,17,22.6,4.6
EL TAMBO,2011,9,10,0,21.2,6.2
EL TAMBO,2011,9,11,0,17.4,3.8
EL TAMBO,2011,9,12,0,19.4,6.8
EL TAMBO,2011,9,13,5.1,19.2,6.2
EL TAMBO,2011,9,14,5.8,20,7.2
EL TAMBO,2011,9,15,0.3,20.8,7.4
EL TAMBO,2011,9,16,0.3,21.2,7.6
EL TAMBO,2011,9,17,1.9,20,9
EL TAMBO,2011,9,18,1,14.4,7.8
EL TAMBO,2011,9,19,1.6,19.6,8
EL TAMBO,2011,9,20,1,16,8.4
EL TAMBO,2011,9,21,7,20.8,6.8
EL TAMBO,2011,9,22,0,20.4,8.6
EL TAMBO,2011,9,23,2,21.6,3.6
EL TAMBO,2011,9,24,11.7,20.2,3.2
EL TAMBO,2011,9,25,14.6,18.6,7
EL TAMBO,2011,9,26,2.1,20.8,6
EL TAMBO,2011,9,27,4.1,15.4,9.2
EL TAMBO,2011,9,28,0,19,7.8
EL TAMBO,2011,9,29,0,20,8
EL TAMBO,2011,9,30,3,22,9.6
EL TAMBO,2011,10,1,0.9,20.4,7.6
EL TAMBO,2011,10,2,5.5,21.4,4.8
EL TAMBO,2011,10,3,0.2,21.8,4.2
EL TAMBO,2011,10,4,1.2,23,6.4
EL TAMBO,2011,10,5,0,21.4,6
EL TAMBO,2011,10,6,7.2,22.8,9.6
EL TAMBO,2011,10,7,14,23,8.4
EL TAMBO,2011,10,8,7.1,18.2,8.2
EL TAMBO,2011,10,9,15.2,18.3,8
EL TAMBO,2011,10,10,2.2,16.1,7.4
EL TAMBO,2011,10,11,0,22,6.6
EL TAMBO,2011,10,12,0,19.6,4.8
EL TAMBO,2011,10,13,0,23.4,1.2
EL TAMBO,2011,10,14,0,23.8,1.8
EL TAMBO,2011,10,15,0,23.6,4.8
EL TAMBO,2011,10,16,3.5,21.7,3.6
EL TAMBO,2011,10,17,0,22.8,4
EL TAMBO,2011,10,18,0,21.4,3.6
EL TAMBO,2011,10,19,2.5,21.8,4.4
EL TAMBO,2011,10,20,0,20.2,8
EL TAMBO,2011,10,21,0,23.8,7.8
EL TAMBO,2011,10,22,0,21.6,1.8
EL TAMBO,2011,10,23,1.2,21,5.4
EL TAMBO,2011,10,24,0,19.6,7.2
EL TAMBO,2011,10,25,0,22,4.6
EL TAMBO,2011,10,26,0,22.8,3
EL TAMBO,2011,10,27,0,18.4,8.4
EL TAMBO,2011,10,28,1.4,18.4,7.6
EL TAMBO,2011,10,29,2.4,21.4,7.8
EL TAMBO,2011,10,30,4.4,23.2,7
EL TAMBO,2011,10,31,4.5,18.6,5.2
EL TAMBO,2011,11,1,4.6,21.7,6.8
EL TAMBO,2011,11,2,0,19,6.2
EL TAMBO,2011,11,3,0,21.2,6.4
EL TAMBO,2011,11,4,3.7,20.2,8.4
EL TAMBO,2011,11,5,0,23.8,5.2
EL TAMBO,2011,11,6,0,25.4,6.4
EL TAMBO,2011,11,7,0,20.8,10.2
EL TAMBO,2011,11,8,0,23.2,8.2
EL TAMBO,2011,11,9,0,25.2,3
EL TAMBO,2011,11,10,0,23.8,4
EL TAMBO,2011,11,11,9,23,3.6
EL TAMBO,2011,11,12,0,20.6,6.6
EL TAMBO,2011,11,13,0,23,5.2
EL TAMBO,2011,11,14,0,21.7,5.4
EL TAMBO,2011,11,15,0,20.8,2.4
EL TAMBO,2011,11,16,0.4,21.4,8.2
EL TAMBO,2011,11,17,0,21,6.6
EL TAMBO,2011,11,18,18,19.8,9
EL TAMBO,2011,11,19,3.1,19.4,7
EL TAMBO,2011,11,20,3.2,21,6.2
EL TAMBO,2011,11,21,0,20.8,5.8
EL TAMBO,2011,11,22,4.3,17.2,10
EL TAMBO,2011,11,23,0,17.8,8.2
EL TAMBO,2011,11,24,0.4,23.4,5.2
EL TAMBO,2011,11,25,0,21.9,4.8
EL TAMBO,2011,11,26,8.4,21.6,4.6
EL TAMBO,2011,11,27,0.6,21.4,5.4
EL TAMBO,2011,11,28,0,21,4.6
EL TAMBO,2011,11,29,0,20,3.2
EL TAMBO,2011,11,30,0,23.8,6.6
EL TAMBO,2011,12,1,0,21.3,5
EL TAMBO,2011,12,2,3.3,21.6,6
EL TAMBO,2011,12,3,0,22.2,8.2
EL TAMBO,2011,12,4,0,24,0.8
EL TAMBO,2011,12,5,0,23,4.8
EL TAMBO,2011,12,6,1.1,18.4,5.6
EL TAMBO,2011,12,7,0,18.6,6
EL TAMBO,2011,12,8,0,21.8,5.8
EL TAMBO,2011,12,9,4.6,18.8,7.2
EL TAMBO,2011,12,10,23.3,19.8,6.6
EL TAMBO,2011,12,11,6.4,16.6,6
EL TAMBO,2011,12,12,5.5,20.2,6.8
EL TAMBO,2011,12,13,0.5,20.8,5.4
EL TAMBO,2011,12,14,16,18.8,5.8
EL TAMBO,2011,12,15,9.2,17.6,7
EL TAMBO,2011,12,16,7.4,20.2,6.8
EL TAMBO,2011,12,17,0,19.8,6.8
EL TAMBO,2011,12,18,0.8,21,6.4
EL TAMBO,2011,12,19,1.2,18.8,4.6
EL TAMBO,2011,12,20,1.4,15,8.4
EL TAMBO,2011,12,21,14.5,16.2,6.6
EL TAMBO,2011,12,22,3.7,13.6,7
EL TAMBO,2011,12,23,0,20.4,6.8
EL TAMBO,2011,12,24,0,18.8,3.2
EL TAMBO,2011,12,25,12,15.4,2.8
EL TAMBO,2011,12,26,4.8,19.6,3.2
EL TAMBO,2011,12,27,9.1,16.2,8.5
EL TAMBO,2011,12,28,4.2,19.2,7.7
EL TAMBO,2011,12,29,0.8,16.2,8.4
EL TAMBO,2011,12,30,0.3,18,7.2
EL TAMBO,2011,12,31,10.6,18.4,6.4
EL TAMBO,2012,1,1,4.8,22.4,4.6
EL TAMBO,2012,1,2,0,22,4.2
EL TAMBO,2012,1,3,0.3,22.5,6.2
EL TAMBO,2012,1,4,1.2,23.2,6.8
EL TAMBO,2012,1,5,12.4,15.6,9.4
EL TAMBO,2012,1,6,2.8,19.4,7.6
EL TAMBO,2012,1,7,2.4,18,7.6
EL TAMBO,2012,1,8,4.4,18.8,7.2
EL TAMBO,2012,1,9,2.5,21.6,7.6
EL TAMBO,2012,1,10,0,22.6,3.4
EL TAMBO,2012,1,11,0.6,23.4,3.8
EL TAMBO,2012,1,12,0,23.2,7.3
EL TAMBO,2012,1,13,1,21.1,10.2
EL TAMBO,2012,1,14,7,21,4.8
EL TAMBO,2012,1,15,1,19.8,1.6
EL TAMBO,2012,1,16,0,19.1,3.6
EL TAMBO,2012,1,17,8.5,19.8,4.6
EL TAMBO,2012,1,18,15.3,18.3,8
EL TAMBO,2012,1,19,3.5,21.6,7.8
EL TAMBO,2012,1,20,14.2,16.2,7.8
EL TAMBO,2012,1,21,0.4,20.6,7.2
EL TAMBO,2012,1,22,7,21.4,5.4
EL TAMBO,2012,1,23,0,22.4,3.4
EL TAMBO,2012,1,24,0,20.4,4.6
EL TAMBO,2012,1,25,0,15.1,5
EL TAMBO,2012,1,26,0,18.2,7.6
EL TAMBO,2012,1,27,6.6,18,9.6
EL TAMBO,2012,1,28,0,18.8,7
EL TAMBO,2012,1,29,10,17.8,6.6
EL TAMBO,2012,1,30,2.2,17.6,7.7
EL TAMBO,2012,1,31,0.3,20.8,4.5
EL TAMBO,2012,2,1,10.5,19.8,7
EL TAMBO,2012,2,2,4.1,15.4,6.9
EL TAMBO,2012,2,3,10,18.2,7.8
EL TAMBO,2012,2,4,5,19.6,7.6
EL TAMBO,2012,2,5,2.7,16.9,8.6
EL TAMBO,2012,2,6,11.4,15.8,7.2
EL TAMBO,2012,2,7,5.6,15.2,6.8
EL TAMBO,2012,2,8,2.5,15.7,8
EL TAMBO,2012,2,9,4.8,18.7,7.4
EL TAMBO,2012,2,10,0.8,17.2,9.4
EL TAMBO,2012,2,11,6.6,19.6,7.8
EL TAMBO,2012,2,12,4.8,20.4,7.4
EL TAMBO,2012,2,13,3.2,19.6,7.8
EL TAMBO,2012,2,14,0,19.2,4.6
EL TAMBO,2012,2,15,0,22.4,5.4
EL TAMBO,2012,2,16,0,19.5,4.5
EL TAMBO,2012,2,17,6.6,20.2,6.8
EL TAMBO,2012,2,18,11.1,17.2,7.4
EL TAMBO,2012,2,19,3.2,16.4,7.8
EL TAMBO,2012,2,20,4.8,20.1,7.6
EL TAMBO,2012,2,21,0,18.4,3.4
EL TAMBO,2012,2,22,2.8,18,6.2
EL TAMBO,2012,2,23,0,19.4,6.8
EL TAMBO,2012,2,24,2.8,20.5,7
EL TAMBO,2012,2,25,1.5,21.4,6
EL TAMBO,2012,2,26,0,19.2,3.6
EL TAMBO,2012,2,27,3.3,18.2,4.2
EL TAMBO,2012,2,28,23.9,19.3,8
EL TAMBO,2012,2,29,1.6,17.1,6.6
EL TAMBO,2012,3,1,5.8,17.2,6.8
EL TAMBO,2012,3,2,3,16.4,5.6
EL TAMBO,2012,3,3,9.6,17.8,7
EL TAMBO,2012,3,4,10.7,14.5,8.2
EL TAMBO,2012,3,5,9.4,19,8.5
EL TAMBO,2012,3,6,1,18.4,7.2
EL TAMBO,2012,3,7,10.6,15.8,8.6
EL TAMBO,2012,3,8,3,15,7.2
EL TAMBO,2012,3,9,0.6,14.4,7
EL TAMBO,2012,3,10,0,14.6,6.8
EL TAMBO,2012,3,11,2.6,16.4,6.2
EL TAMBO,2012,3,12,4.6,17.2,6
EL TAMBO,2012,3,13,0,18.6,7.8
EL TAMBO,2012,3,14,0,20.3,3.6
EL TAMBO,2012,3,15,6.6,18,8.6
EL TAMBO,2012,3,16,1.7,17.4,6
EL TAMBO,2012,3,17,0,20.8,7.2
EL TAMBO,2012,3,18,0,20,5.4
EL TAMBO,2012,3,19,0.3,19.8,6
EL TAMBO,2012,3,20,2.3,18.8,4.4
EL TAMBO,2012,3,21,0,18,4
EL TAMBO,2012,3,22,0,20.6,2.8
EL TAMBO,2012,3,23,0,17.8,5.2
EL TAMBO,2012,3,24,0.6,18.2,5.6
EL TAMBO,2012,3,25,1.6,16.8,5
EL TAMBO,2012,3,26,0.4,18.4,7.6
EL TAMBO,2012,3,27,0,18.8,7.2
EL TAMBO,2012,3,28,0,15.2,6.6
EL TAMBO,2012,3,29,0,18.8,6.9
EL TAMBO,2012,3,30,1.4,17.4,5.2
EL TAMBO,2012,3,31,0,18.5,6.4
EL TAMBO,2012,4,1,0,20,5.8
EL TAMBO,2012,4,2,1.4,17.8,4.3
EL TAMBO,2012,4,3,3.8,19.4,6.4
EL TAMBO,2012,4,4,12.4,17.4,5.2
EL TAMBO,2012,4,5,4.8,14,7.4
EL TAMBO,2012,4,6,0,18.6,5.8
EL TAMBO,2012,4,7,14.8,18.8,4.2
EL TAMBO,2012,4,8,0,17.6,4.4
EL TAMBO,2012,4,9,3.6,17.4,6.6
EL TAMBO,2012,4,10,12.8,17.6,7.4
EL TAMBO,2012,4,11,15.8,16.3,7.8
EL TAMBO,2012,4,12,12.3,16.7,7.2
EL TAMBO,2012,4,13,1.5,20.2,7
EL TAMBO,2012,4,14,5,18.5,5.8
EL TAMBO,2012,4,15,0,17.4,4
EL TAMBO,2012,4,16,6.3,21.1,7.3
EL TAMBO,2012,4,17,11.4,15,8.5
EL TAMBO,2012,4,18,0,18.6,5.4
EL TAMBO,2012,4,19,0,19.4,7.4
EL TAMBO,2012,4,20,0,17.4,7.5
EL TAMBO,2012,4,21,0,20,2.6
EL TAMBO,2012,4,22,10.8,19.4,5.5
EL TAMBO,2012,4,23,0.9,15.7,6.3
EL TAMBO,2012,4,24,0,18.8,6.5
EL TAMBO,2012,4,25,7.6,19.4,8
EL TAMBO,2012,4,26,1.5,20.6,5.9
EL TAMBO,2012,4,27,0,21.2,4.5
EL TAMBO,2012,4,28,0,21.5,3.4
EL TAMBO,2012,4,29,0,21.2,4
EL TAMBO,2012,4,30,0,21.4,3.2
EL TAMBO,2012,5,1,7,17.6,7.9
EL TAMBO,2012,5,2,1.4,18.7,8
EL TAMBO,2012,5,3,0,20.2,7.2
EL TAMBO,2012,5,4,0,21.4,1.6
EL TAMBO,2012,5,5,0,21.9,3
EL TAMBO,2012,5,6,0,18.4,1.6
EL TAMBO,2012,5,7,0,20.8,-0.8
EL TAMBO,2012,5,8,0,16.7,0.9
EL TAMBO,2012,5,9,0,19.8,1.9
EL TAMBO,2012,5,10,0,21.7,-0.3
EL TAMBO,2012,5,11,0,20.8,0.5
EL TAMBO,2012,5,12,1.5,20.6,5.6
EL TAMBO,2012,5,13,0.6,21.6,2.8
EL TAMBO,2012,5,14,0,21.4,0.8
EL TAMBO,2012,5,15,0.7,21.8,1
EL TAMBO,2012,5,16,0,21,4.6
EL TAMBO,2012,5,17,0,20.2,4
EL TAMBO,2012,5,18,0.8,21.2,5.3
EL TAMBO,2012,5,19,2.3,21.6,2.8
EL TAMBO,2012,5,20,0,21.4,4.4
EL TAMBO,2012,5,21,14.5,19.3,7.4
EL TAMBO,2012,5,22,0,20.1,7
EL TAMBO,2012,5,23,0,17,5.2
EL TAMBO,2012,5,24,0.7,19.8,5
EL TAMBO,2012,5,25,0,20.8,0.8
EL TAMBO,2012,5,26,0,20.5,1.2
EL TAMBO,2012,5,27,0,21.6,-2.2
EL TAMBO,2012,5,28,0,20.9,-2.4
EL TAMBO,2012,5,29,0,20.8,-2.8
EL TAMBO,2012,5,30,0,21,-1.4
EL TAMBO,2012,5,31,0,19,2.2
EL TAMBO,2012,6,1,0,19.8,-0.6
EL TAMBO,2012,6,2,1.5,21.4,0.2
EL TAMBO,2012,6,3,2.2,21.3,-0.4
EL TAMBO,2012,6,4,1,21.2,1.6
EL TAMBO,2012,6,5,0,19,1.3
EL TAMBO,2012,6,6,1,18.3,2.4
EL TAMBO,2012,6,7,8.5,18.4,2.2
EL TAMBO,2012,6,8,1.5,18.9,5.8
EL TAMBO,2012,6,9,1.4,17.4,5.2
EL TAMBO,2012,6,10,0,18.4,0.4
EL TAMBO,2012,6,11,0,19.6,-2.6
EL TAMBO,2012,6,12,0,18.2,-2.8
EL TAMBO,2012,6,13,0,18.8,-3.6
EL TAMBO,2012,6,14,0,19.1,-3.4
EL TAMBO,2012,6,15,0,20.1,-1.2
EL TAMBO,2012,6,16,0,21.6,-0.5
EL TAMBO,2012,6,17,0,21.4,-1.2
EL TAMBO,2012,6,18,0,20.8,1
EL TAMBO,2012,6,19,0,22.4,0.7
EL TAMBO,2012,6,20,0,22.5,2.8
EL TAMBO,2012,6,21,10.9,21.6,-0.4
EL TAMBO,2012,6,22,0,21.2,0.4
EL TAMBO,2012,6,23,0,20,0.7
EL TAMBO,2012,6,24,0,15.3,2.5
EL TAMBO,2012,6,25,0,17.4,1.2
EL TAMBO,2012,6,26,0,18.4,0.8
EL TAMBO,2012,6,27,0,20.4,0.2
EL TAMBO,2012,6,28,0,20.6,-1.8
EL TAMBO,2012,6,29,0,19.2,-2.1
EL TAMBO,2012,6,30,0,20.6,-3.3
EL TAMBO,2012,7,1,0,18.4,-2.8
EL TAMBO,2012,7,2,0,17.6,-1.7
EL TAMBO,2012,7,3,0,20.7,-2.1
EL TAMBO,2012,7,4,0,20.4,-1
EL TAMBO,2012,7,5,0,19.5,-1.8
EL TAMBO,2012,7,6,0,19.4,-1.4
EL TAMBO,2012,7,7,0,17.4,2.2
EL TAMBO,2012,7,8,0,17.6,3.8
EL TAMBO,2012,7,9,0,18.1,5.6
EL TAMBO,2012,7,10,0,20.7,-0.6
EL TAMBO,2012,7,11,0,21.2,-3
EL TAMBO,2012,7,12,0,22.7,-3.6
EL TAMBO,2012,7,13,0,21.7,-4.1
EL TAMBO,2012,7,14,0,22.2,-3.6
EL TAMBO,2012,7,15,0,21.6,-2.5
EL TAMBO,2012,7,16,0,21.8,-3
EL TAMBO,2012,7,17,0,22,-1.8
EL TAMBO,2012,7,18,0,19.8,3
EL TAMBO,2012,7,19,0,20.2,-3
EL TAMBO,2012,7,20,0,20.8,-5.6
EL TAMBO,2012,7,21,0,21.6,-6.2
EL TAMBO,2012,7,22,0,21.4,-6
EL TAMBO,2012,7,23,0,21.2,-5.6
EL TAMBO,2012,7,24,0,21.8,-3.4
EL TAMBO,2012,7,25,0,21,-2.2
EL TAMBO,2012,7,26,0,21,-2.4
EL TAMBO,2012,7,27,0,21.2,0.8
EL TAMBO,2012,7,28,0,21.6,0.4
EL TAMBO,2012,7,29,0,21.2,1
EL TAMBO,2012,7,30,0,20,0.2
EL TAMBO,2012,7,31,0,20.6,-0.8
EL TAMBO,2012,8,1,0,20,5
EL TAMBO,2012,8,2,0,22,-1
EL TAMBO,2012,8,3,0,22.2,-3
EL TAMBO,2012,8,4,0,22.5,-0.8
EL TAMBO,2012,8,5,0,20.2,-0.4
EL TAMBO,2012,8,6,0,21.6,-1.8
EL TAMBO,2012,8,7,0,22,-4.8
EL TAMBO,2012,8,8,0,21.6,-5.8
EL TAMBO,2012,8,9,0,20.6,-5.2
EL TAMBO,2012,8,10,0,21.2,-5
EL TAMBO,2012,8,11,0,22.3,-3.2
EL TAMBO,2012,8,12,0,22.6,-2.8
EL TAMBO,2012,8,13,0,21.2,-1.3
EL TAMBO,2012,8,14,0,22.6,5
EL TAMBO,2012,8,15,0,21.4,-0.8
EL TAMBO,2012,8,16,0,20.2,0
EL TAMBO,2012,8,17,0,22.8,-1.5
EL TAMBO,2012,8,18,0.5,20.7,2.9
EL TAMBO,2012,8,19,0,20.6,1.8
EL TAMBO,2012,8,20,0,22.4,2.6
EL TAMBO,2012,8,21,0,21.6,-0.2
EL TAMBO,2012,8,22,0,21.4,3.2
EL TAMBO,2012,8,23,0,23.6,4.4
EL TAMBO,2012,8,24,0,21.6,6.8
EL TAMBO,2012,8,25,1.5,14.8,8.4
EL TAMBO,2012,8,26,0,17.5,3.4
EL TAMBO,2012,8,27,0,21,3.8
EL TAMBO,2012,8,28,0,21.4,4.2
EL TAMBO,2012,8,29,0,20.6,0.4
EL TAMBO,2012,8,30,0,19,-1
EL TAMBO,2012,8,31,0,21.4,-1.4
EL TAMBO,2012,9,1,0,19.7,-1
EL TAMBO,2012,9,2,0,18.4,-0.8
EL TAMBO,2012,9,3,0,18.6,1.4
EL TAMBO,2012,9,4,0,19.6,8.6
EL TAMBO,2012,9,5,0,20.8,0
EL TAMBO,2012,9,6,0,21.6,-0.2
EL TAMBO,2012,9,7,0,22.2,0.4
EL TAMBO,2012,9,8,0,21.3,1
EL TAMBO,2012,9,9,0,19,6.6
EL TAMBO,2012,9,10,0,20.5,3.5
EL TAMBO,2012,9,11,0,22.8,-0.6
EL TAMBO,2012,9,12,0,20.9,-0.4
EL TAMBO,2012,9,13,0,19.1,3.7
EL TAMBO,2012,9,14,0,14.2,6.5
EL TAMBO,2012,9,15,0,18.6,2
EL TAMBO,2012,9,16,0,20,0.6
EL TAMBO,2012,9,17,0,22.5,4.4
EL TAMBO,2012,9,18,0,22.8,5.6
EL TAMBO,2012,9,19,0,24.8,1.2
EL TAMBO,2012,9,20,2,24.6,5.4
EL TAMBO,2012,9,21,0,20,2.6
EL TAMBO,2012,9,22,5,22.3,0.4
EL TAMBO,2012,9,23,1.5,18.9,4.6
EL TAMBO,2012,9,24,0,21.5,3.2
EL TAMBO,2012,9,25,0,19.7,4.3
EL TAMBO,2012,9,26,0.7,19,3
EL TAMBO,2012,9,27,15.1,19.6,6.2
EL TAMBO,2012,9,28,9.8,17.7,7
EL TAMBO,2012,9,29,3,17.1,6.4
EL TAMBO,2012,9,30,0,19.2,2.8
EL TAMBO,2012,10,1,0,20.1,3.2
EL TAMBO,2012,10,2,0,23,1.8
EL TAMBO,2012,10,3,8.6,23.4,2.8
EL TAMBO,2012,10,4,7.5,23.5,7.7
EL TAMBO,2012,10,5,5.4,22.3,6.6
EL TAMBO,2012,10,6,0,22.5,5.6
EL TAMBO,2012,10,7,4.5,20.6,6.5
EL TAMBO,2012,10,8,2.9,18.6,7.4
EL TAMBO,2012,10,9,5.4,22.7,7.6
EL TAMBO,2012,10,10,0,19.9,5.4
EL TAMBO,2012,10,11,3.6,23,5.8
EL TAMBO,2012,10,12,0.4,19.7,8.8
EL TAMBO,2012,10,13,0,21.2,4.6
EL TAMBO,2012,10,14,0,22.2,5.4
EL TAMBO,2012,10,15,0,22.8,7.6
EL TAMBO,2012,10,16,0,21.3,6
EL TAMBO,2012,10,17,0,17.8,5.9
EL TAMBO,2012,10,18,3.4,18.7,8.2
EL TAMBO,2012,10,19,0,22.1,4.6
EL TAMBO,2012,10,20,0,22.2,3.5
EL TAMBO,2012,10,21,0,22.1,3.9
EL TAMBO,2012,10,22,0,21.6,5.9
EL TAMBO,2012,10,23,3.6,23.6,2.8
EL TAMBO,2012,10,24,0,18.8,8.4
EL TAMBO,2012,10,25,0,19.6,7.8
EL TAMBO,2012,10,26,2.9,19.1,5.7
EL TAMBO,2012,10,27,0.8,19.2,3.5
EL TAMBO,2012,10,28,6.2,22.6,6.2
EL TAMBO,2012,10,29,1.5,16.6,7.8
EL TAMBO,2012,10,30,1.3,16.4,7.5
EL TAMBO,2012,10,31,0,17.9,4.3
EL TAMBO,2012,11,1,8.6,21.6,3.6
EL TAMBO,2012,11,2,1,22.7,5.4
EL TAMBO,2012,11,3,3,16.3,7
EL TAMBO,2012,11,4,9.5,19.6,8.2
EL TAMBO,2012,11,5,9.2,18.6,7.9
EL TAMBO,2012,11,6,3,20.6,8.6
EL TAMBO,2012,11,7,3.5,20.1,10.1
EL TAMBO,2012,11,8,0.7,22.2,8.6
EL TAMBO,2012,11,9,0,23.2,5.1
EL TAMBO,2012,11,10,0,23,5.5
EL TAMBO,2012,11,11,0,19.2,4.8
EL TAMBO,2012,11,12,0,20.2,1.6
EL TAMBO,2012,11,13,0,21,4
EL TAMBO,2012,11,14,0,21.3,4.8
EL TAMBO,2012,11,15,1,18.8,6.4
EL TAMBO,2012,11,16,0,17.2,5.6
EL TAMBO,2012,11,17,0,18.4,8.8
EL TAMBO,2012,11,18,10,23.8,9.2
EL TAMBO,2012,11,19,3.3,22.9,6.6
EL TAMBO,2012,11,20,3.1,23.4,5.8
EL TAMBO,2012,11,21,0,23.8,5.5
EL TAMBO,2012,11,22,0,24,4.2
EL TAMBO,2012,11,23,3.5,22.3,4
EL TAMBO,2012,11,24,0,20.8,5.8
EL TAMBO,2012,11,25,0.5,21.8,6
EL TAMBO,2012,11,26,0,20,6.4
EL TAMBO,2012,11,27,0,24.4,3.2
EL TAMBO,2012,11,28,1.9,22.9,3.3
EL TAMBO,2012,11,29,0,21.7,4.8
EL TAMBO,2012,11,30,0,23.2,4.5
EL TAMBO,2012,12,1,9.1,22.3,4.6
EL TAMBO,2012,12,2,1.9,19,7.6
EL TAMBO,2012,12,3,2.8,19.1,9
EL TAMBO,2012,12,4,2.6,17.4,9.4
